,x,,,,,,
2507,11.15984709,,,,,,
2508,10.14617294,,,,,,
2509,10.46232782,,,,,,
2510,11.96619534,,,,,,
2511,7.84552267,,,,,,
2512,9.704996175,,,,,,
2513,9.860928395,,,,,,
2514,8.219902645,,,,,,
2515,11.55606628,,,,,,
2516,10.80051301,,,,,,
2517,11.41728585,,,,,,
2518,7.184370871,,,,,,
2519,11.45009515,,,,,,
2520,5.837588716,,,,,,
2521,9.146958965,,,,,,
2522,9.380199691,,,,,,
2523,8.820667031,,,,,,
2524,9.623655165,,,,,,
2525,10.79584954,,,,,,
2526,12.73829386,,,,,,
2527,11.32146401,,,,,,
2528,9.044493094,,,,,,
2529,7.451077743,,,,,,
2530,11.4080529,,,,,,
2531,8.955645199,,,,,,
2532,9.634385181,,,,,,
2533,8.773132425,,,,,,
2534,9.135677144,,,,,,
2535,9.386130371,,,,,,
2536,12.48479024,,,,,,
2537,6.757763249,,,,,,
2538,11.96718406,,,,,,
2539,12.55420959,,,,,,
2540,11.58435409,,,,,,
2541,8.630276365,,,,,,
2542,10.07227932,,,,,,
2543,8.550314921,,,,,,
2544,8.552055001,,,,,,
2545,9.178514734,,,,,,
2546,9.036675978,,,,,,
2547,11.98463094,,,,,,
2548,7.799547835,,,,,,
2549,11.41423127,,,,,,
2550,12.37103704,,,,,,
2551,10.54025054,,,,,,
2552,10.08305055,,,,,,
2553,6.478814637,,,,,,
2554,10.14297823,,,,,,
2555,7.566883555,,,,,,
2556,6.274299056,,,,,,
2557,10.74493888,,,,,,
2558,10.83518504,,,,,,
2559,7.65286107,,,,,,
2560,9.440779684,,,,,,
2561,9.424443332,,,,,,
2562,8.124283727,,,,,,
2563,8.139152395,,,,,,
2564,7.033531466,,,,,,
2565,8.043350829,,,,,,
2566,5.736993207,,,,,,
2567,8.300027237,,,,,,
2568,8.186171292,,,,,,
2569,12.32834069,,,,,,
2570,8.764876602,,,,,,
2571,8.963725134,,,,,,
2572,9.087074051,,,,,,
2573,10.5098091,,,,,,
2574,6.018576753,,,,,,
2575,8.499017294,,,,,,
2576,10.70848707,,,,,,
2577,10.53410674,,,,,,
2578,8.110520064,,,,,,
2579,11.78674552,,,,,,
2580,9.588742289,,,,,,
2581,10.65465701,,,,,,
2582,9.809309049,,,,,,
2583,10.45722436,,,,,,
2584,8.984376097,,,,,,
2585,9.899662756,,,,,,
2586,10.60239156,,,,,,
2587,11.18409859,,,,,,
2588,13.47838512,,,,,,
2589,11.70695371,,,,,,
2590,12.30967583,,,,,,
2591,4.770072349,,,,,,
2592,11.31079547,,,,,,
2593,9.440792202,,,,,,
2594,9.873643601,,,,,,
2595,7.426425643,,,,,,
2596,4.490907623,,,,,,
2597,13.01331579,,,,,,
2598,12.76140377,,,,,,
2599,9.426400826,,,,,,
2600,8.478382313,,,,,,
2601,8.510236898,,,,,,
2602,11.31320462,,,,,,
2603,9.74277486,,,,,,
2604,11.27879177,,,,,,
2605,7.054302734,,,,,,
2606,9.028719043,,,,,,
2607,11.58751103,,,,,,
2608,12.19799956,,,,,,
2609,8.759300828,,,,,,
2610,7.608410733,,,,,,
2611,13.07679647,,,,,,
2612,3.605463933,,,,,,
2613,9.080230975,,,,,,
2614,9.638056724,,,,,,
2615,5.524234741,,,,,,
2616,10.67509341,,,,,,
2617,7.170956834,,,,,,
2618,6.22573576,,,,,,
2619,12.35850558,,,,,,
2620,12.98226295,,,,,,
2621,10.62537062,,,,,,
2622,9.382127924,,,,,,
2623,9.202386989,,,,,,
2624,9.346637936,,,,,,
2625,12.70013131,,,,,,
2626,6.524902868,,,,,,
2627,6.667022366,,,,,,
2628,9.176696054,,,,,,
2629,7.482612316,,,,,,
2630,10.05103056,,,,,,
2631,11.85912967,,,,,,
2632,10.87312195,,,,,,
2633,7.604992324,,,,,,
2634,10.74878629,,,,,,
2635,9.747798949,,,,,,
2636,11.81032423,,,,,,
2637,7.575099466,,,,,,
2638,6.839247426,,,,,,
2639,8.439209595,,,,,,
2640,10.00811121,,,,,,
2641,9.466292412,,,,,,
2642,9.690752755,,,,,,
2643,8.927997048,,,,,,
2644,9.663667214,,,,,,
2645,11.97604804,,,,,,
2646,12.38360881,,,,,,
2647,10.03018799,,,,,,
2648,7.823836888,,,,,,
2649,9.715330465,,,,,,
2650,6.597326118,,,,,,
2651,8.306197096,,,,,,
2652,8.450422784,,,,,,
2653,9.056616563,,,,,,
2654,6.699107679,,,,,,
2655,8.819601019,,,,,,
2656,7.340093495,,,,,,
2657,6.194028513,,,,,,
2658,8.33597526,,,,,,
2659,8.499748266,,,,,,
2660,9.844825487,,,,,,
2661,9.373000487,,,,,,
2662,7.562390083,,,,,,
2663,7.851041638,,,,,,
2664,7.63679953,,,,,,
2665,5.437132834,,,,,,
2666,7.996701339,,,,,,
2667,11.27844339,,,,,,
2668,10.00196529,,,,,,
2669,9.628783226,,,,,,
2670,8.183026554,,,,,,
2671,11.15108768,,,,,,
2672,7.661330635,,,,,,
2673,6.538725934,,,,,,
2674,8.331682378,,,,,,
2675,8.778088998,,,,,,
2676,10.80297252,,,,,,
2677,10.39926487,,,,,,
2678,10.76615953,,,,,,
2679,10.44850826,,,,,,
2680,8.789963481,,,,,,
2681,10.04041012,,,,,,
2682,8.897472999,,,,,,
2683,10.53079038,,,,,,
2684,14.04503404,,,,,,
2685,10.87272327,,,,,,
2686,10.74127236,,,,,,
2687,14.328745,,,,,,
2688,8.75320655,,,,,,
2689,10.93364153,,,,,,
2690,6.550375588,,,,,,
2691,9.173409123,,,,,,
2692,7.019931802,,,,,,
2693,10.35700144,,,,,,
2694,5.115834182,,,,,,
2695,7.404261262,,,,,,
2696,8.282569244,,,,,,
2697,11.7374401,,,,,,
2698,7.434132454,,,,,,
2699,6.102209028,,,,,,
2700,11.17331955,,,,,,
2701,9.16250647,,,,,,
2702,6.326173394,,,,,,
2703,9.917879086,,,,,,
2704,11.52095239,,,,,,
2705,8.866515914,,,,,,
2706,10.17978738,,,,,,
2707,9.808172663,,,,,,
2708,11.08149125,,,,,,
2709,9.572559151,,,,,,
2710,10.35495635,,,,,,
2711,6.68219415,,,,,,
2712,10.06140309,,,,,,
2713,7.752355816,,,,,,
2714,10.51678039,,,,,,
2715,9.473658632,,,,,,
2716,7.071049234,,,,,,
2717,9.371622361,,,,,,
2718,7.945826334,,,,,,
2719,9.328904011,,,,,,
2720,8.495319966,,,,,,
2721,7.253651554,,,,,,
2722,6.654136302,,,,,,
2723,9.505995833,,,,,,
2724,9.696587347,,,,,,
2725,7.117081933,,,,,,
2726,7.195829467,,,,,,
2727,9.804366689,,,,,,
2728,9.953741262,,,,,,
2729,9.512000274,,,,,,
2730,8.973567008,,,,,,
2731,7.203152044,,,,,,
2732,8.28111537,,,,,,
2733,9.6538808,,,,,,
2734,10.41864079,,,,,,
2735,8.990827486,,,,,,
2736,6.08919383,,,,,,
2737,9.944260293,,,,,,
2738,9.852726682,,,,,,
2739,10.07600771,,,,,,
2740,12.64821459,,,,,,
2741,13.06490835,,,,,,
2742,10.14629037,,,,,,
2743,10.69981882,,,,,,
2744,5.681207687,,,,,,
2745,10.10697296,,,,,,
2746,9.989650369,,,,,,
2747,11.87343783,,,,,,
2748,9.961505663,,,,,,
2749,9.322693246,,,,,,
2750,9.326349518,,,,,,
2751,7.59116892,,,,,,
2752,7.516776058,,,,,,
2753,10.23742724,,,,,,
2754,9.309744824,,,,,,
2755,9.142413841,,,,,,
2756,9.863833722,,,,,,
2757,9.766637808,,,,,,
2758,9.694630237,,,,,,
2759,6.900609684,,,,,,
2760,5.599154374,,,,,,
2761,7.481073954,,,,,,
2762,9.333061134,,,,,,
2763,12.24361565,,,,,,
2764,4.886307296,,,,,,
2765,10.344421,,,,,,
2766,5.903398585,,,,,,
2767,9.875770762,,,,,,
2768,6.349026767,,,,,,
2769,8.79376453,,,,,,
2770,5.458081928,,,,,,
2771,10.70923266,,,,,,
2772,7.612166487,,,,,,
2773,9.228084429,,,,,,
2774,7.815560003,,,,,,
2775,11.0324893,,,,,,
2776,13.71969444,,,,,,
2777,7.562567119,,,,,,
2778,11.40425952,,,,,,
2779,7.113944757,,,,,,
2780,4.052516355,,,,,,
2781,9.65641651,,,,,,
2782,8.286796681,,,,,,
2783,7.453180323,,,,,,
2784,5.908073902,,,,,,
2785,12.56360778,,,,,,
2786,7.054236931,,,,,,
2787,11.27018366,,,,,,
2788,11.88396905,,,,,,
2789,10.41543029,,,,,,
2790,10.2156945,,,,,,
2791,8.030575385,,,,,,
2792,5.007680022,,,,,,
2793,10.54139803,,,,,,
2794,11.20943532,,,,,,
2795,11.25892443,,,,,,
2796,9.588143929,,,,,,
2797,8.602929879,,,,,,
2798,11.99895465,,,,,,
2799,13.15179952,,,,,,
2800,11.31164213,,,,,,
2801,10.60842549,,,,,,
2802,12.6471115,,,,,,
2803,9.874054537,,,,,,
2804,9.81756077,,,,,,
2805,11.46324559,,,,,,
2806,9.125261197,,,,,,
2807,10.41781707,,,,,,
2808,14.47733439,,,,,,
2809,11.27716034,,,,,,
2810,9.269832805,,,,,,
2811,8.223276672,,,,,,
2812,14.21292316,,,,,,
2813,5.569389704,,,,,,
2814,7.121550595,,,,,,
2815,3.089300673,,,,,,
2816,7.742631809,,,,,,
2817,7.888308341,,,,,,
2818,7.166948419,,,,,,
2819,11.88350043,,,,,,
2820,7.305993457,,,,,,
2821,11.36482602,,,,,,
2822,7.357416252,,,,,,
2823,5.925856431,,,,,,
2824,10.54573732,,,,,,
2825,8.978633591,,,,,,
2826,8.854050615,,,,,,
2827,8.08767783,,,,,,
2828,9.702443688,,,,,,
2829,7.218033801,,,,,,
2830,8.59380518,,,,,,
2831,10.75780702,,,,,,
2832,6.345952861,,,,,,
2833,10.4624203,,,,,,
2834,11.51650199,,,,,,
2835,12.6999056,,,,,,
2836,9.611700923,,,,,,
2837,8.890323691,,,,,,
2838,11.70732511,,,,,,
2839,8.627710567,,,,,,
2840,7.017970771,,,,,,
2841,10.95854357,,,,,,
2842,7.880145591,,,,,,
2843,7.891872052,,,,,,
2844,12.10068236,,,,,,
2845,10.84592358,,,,,,
2846,8.956395914,,,,,,
2847,8.215476054,,,,,,
2848,11.48179588,,,,,,
2849,10.01369253,,,,,,
2850,10.7380088,,,,,,
2851,8.823729006,,,,,,
2852,10.36859614,,,,,,
2853,10.14321423,,,,,,
2854,7.251645654,,,,,,
2855,7.35716219,,,,,,
2856,9.930154573,,,,,,
2857,7.734402375,,,,,,
2858,9.840156352,,,,,,
2859,9.946849757,,,,,,
2860,12.62418267,,,,,,
2861,9.322414064,,,,,,
2862,8.709041226,,,,,,
2863,10.34802822,,,,,,
2864,12.3950097,,,,,,
2865,9.216476723,,,,,,
2866,11.1752544,,,,,,
2867,9.784299667,,,,,,
2868,12.32967865,,,,,,
2869,8.634015834,,,,,,
2870,9.541141653,,,,,,
2871,8.472093581,,,,,,
2872,11.1928674,,,,,,
2873,6.011092626,,,,,,
2874,10.50645477,,,,,,
2875,8.335466798,,,,,,
2876,8.342097125,,,,,,
2877,4.242968284,,,,,,
2878,7.808209695,,,,,,
2879,6.630258587,,,,,,
2880,5.598495432,,,,,,
2881,8.313051766,,,,,,
2882,10.73371622,,,,,,
2883,9.559517605,,,,,,
2884,10.73914611,,,,,,
2885,10.09268402,,,,,,
2886,11.87920383,,,,,,
2887,9.827393475,,,,,,
2888,9.447402569,,,,,,
2889,8.683432858,,,,,,
2890,11.05719058,,,,,,
2891,7.868600797,,,,,,
2892,7.117548946,,,,,,
2893,13.10774743,,,,,,
2894,10.09993935,,,,,,
2895,5.354662599,,,,,,
2896,7.744384713,,,,,,
2897,10.05488179,,,,,,
2898,9.435840161,,,,,,
2899,11.9860226,,,,,,
2900,11.44798197,,,,,,
2901,7.840921523,,,,,,
2902,9.368253411,,,,,,
2903,7.929364834,,,,,,
2904,9.211228071,,,,,,
2905,10.66895865,,,,,,
2906,11.90252482,,,,,,
2907,11.668245,,,,,,
2908,7.549198236,,,,,,
2909,6.682684219,,,,,,
2910,6.512350256,,,,,,
2911,15.46775501,,,,,,
2912,12.08356058,,,,,,
2913,11.2361039,,,,,,
2914,10.1725025,,,,,,
2915,12.28777324,,,,,,
2916,8.455922317,,,,,,
2917,7.066437853,,,,,,
2918,12.92574193,,,,,,
2919,9.839905872,,,,,,
2920,8.828486132,,,,,,
2921,11.40627313,,,,,,
2922,11.49967783,,,,,,
2923,6.223042665,,,,,,
2924,8.04200066,,,,,,
2925,8.97263009,,,,,,
2926,10.4295737,,,,,,
2927,13.29676247,,,,,,
2928,9.25417918,,,,,,
2929,9.452454098,,,,,,
2930,8.97593529,,,,,,
2931,8.998175782,,,,,,
2932,11.88456985,,,,,,
2933,4.908955704,,,,,,
2934,8.969703389,,,,,,
2935,9.433163486,,,,,,
2936,7.373223334,,,,,,
2937,7.407986992,,,,,,
2938,10.57692765,,,,,,
2939,8.29994729,,,,,,
2940,9.50460112,,,,,,
2941,9.795614235,,,,,,
2942,9.771637903,,,,,,
2943,9.424114816,,,,,,
2944,9.514981198,,,,,,
2945,14.14433706,,,,,,
2946,11.80331445,,,,,,
2947,11.57651702,,,,,,
2948,12.64425431,,,,,,
2949,7.727995052,,,,,,
2950,16.00341606,,,,,,
2951,11.18071859,,,,,,
2952,9.285965351,,,,,,
2953,8.039705908,,,,,,
2954,8.382758369,,,,,,
2955,9.021749009,,,,,,
2956,7.09687812,,,,,,
2957,11.8124266,,,,,,
2958,8.454545692,,,,,,
2959,9.12035346,,,,,,
2960,12.51515418,,,,,,
2961,8.000823584,,,,,,
2962,11.253401,,,,,,
2963,11.22369386,,,,,,
2964,7.919903993,,,,,,
2965,7.363653782,,,,,,
2966,6.412616516,,,,,,
2967,7.198427647,,,,,,
2968,10.39456426,,,,,,
2969,7.104736491,,,,,,
2970,7.352785112,,,,,,
2971,6.976603726,,,,,,
2972,8.465447943,,,,,,
2973,8.297245418,,,,,,
2974,6.515678545,,,,,,
2975,8.971741721,,,,,,
2976,9.033119305,,,,,,
2977,11.30720976,,,,,,
2978,9.418461945,,,,,,
2979,6.399646145,,,,,,
2980,11.11469734,,,,,,
2981,8.227660541,,,,,,
2982,9.49766004,,,,,,
2983,13.19891971,,,,,,
2984,11.37521696,,,,,,
2985,10.19897056,,,,,,
2986,5.103011541,,,,,,
2987,7.834061107,,,,,,
2988,8.929207892,,,,,,
2989,10.67503991,,,,,,
2990,10.74537211,,,,,,
2991,8.896145107,,,,,,
2992,12.35165598,,,,,,
2993,10.98465835,,,,,,
2994,11.04153611,,,,,,
2995,8.104813611,,,,,,
2996,9.909851015,,,,,,
2997,10.21555306,,,,,,
2998,8.894247244,,,,,,
2999,7.329155832,,,,,,
3000,7.859902757,,,,,,
3001,7.185399761,,,,,,
3002,11.14835667,,,,,,
3003,10.54456989,,,,,,
3004,7.568950642,,,,,,
3005,12.00325061,,,,,,
3006,8.258340504,,,,,,
3007,8.605073267,,,,,,
3008,7.174845058,,,,,,
3009,11.14272581,,,,,,
3010,9.594957375,,,,,,
3011,9.893048451,,,,,,
3012,9.044085761,,,,,,
3013,9.761884938,,,,,,
3014,13.6701839,,,,,,
3015,11.13511248,,,,,,
3016,7.111274958,,,,,,
3017,8.012473104,,,,,,
3018,8.137339244,,,,,,
3019,9.100077193,,,,,,
3020,9.238957715,,,,,,
3021,9.301081401,,,,,,
3022,7.738105095,,,,,,
3023,13.27152434,,,,,,
3024,9.757341845,,,,,,
3025,7.923671442,,,,,,
3026,13.28731341,,,,,,
3027,12.22800986,,,,,,
3028,6.007306773,,,,,,
3029,7.184119098,,,,,,
3030,9.990939644,,,,,,
3031,11.74832824,,,,,,
3032,4.394304605,,,,,,
3033,12.06488675,,,,,,
3034,13.46901657,,,,,,
3035,11.38460324,,,,,,
3036,9.747061026,,,,,,
3037,10.81147276,,,,,,
3038,8.906752744,,,,,,
3039,9.666146991,,,,,,
3040,10.84390553,,,,,,
3041,8.2649339,,,,,,
3042,10.63399179,,,,,,
3043,11.27747747,,,,,,
3044,10.10523406,,,,,,
3045,11.81852115,,,,,,
3046,13.11178014,,,,,,
3047,4.469356888,,,,,,
3048,6.302638962,,,,,,
3049,11.0619692,,,,,,
3050,10.09118141,,,,,,
3051,12.52615648,,,,,,
3052,8.921225331,,,,,,
3053,9.312825445,,,,,,
3054,10.17035737,,,,,,
3055,6.785282553,,,,,,
3056,10.82850404,,,,,,
3057,7.872235313,,,,,,
3058,7.358487191,,,,,,
3059,10.88379389,,,,,,
3060,6.917736073,,,,,,
3061,4.746618842,,,,,,
3062,10.27569662,,,,,,
3063,6.632365593,,,,,,
3064,7.269815232,,,,,,
3065,10.81972735,,,,,,
3066,9.311419535,,,,,,
3067,7.917078399,,,,,,
3068,10.40667699,,,,,,
3069,11.09808625,,,,,,
3070,9.590747652,,,,,,
3071,8.777109354,,,,,,
3072,6.108927698,,,,,,
3073,13.34317847,,,,,,
3074,9.542938781,,,,,,
3075,8.113973157,,,,,,
3076,10.88326851,,,,,,
3077,10.12598893,,,,,,
3078,7.044755604,,,,,,
3079,11.82503431,,,,,,
3080,6.894067293,,,,,,
3081,9.850359549,,,,,,
3082,11.51136932,,,,,,
3083,9.317129654,,,,,,
3084,14.07568349,,,,,,
3085,10.07293482,,,,,,
3086,8.18851535,,,,,,
3087,11.95933315,,,,,,
3088,11.28038375,,,,,,
3089,7.762331596,,,,,,
3090,7.401175358,,,,,,
3091,14.14636874,,,,,,
3092,8.124272706,,,,,,
3093,9.057015953,,,,,,
3094,9.391045851,,,,,,
3095,9.875128671,,,,,,
3096,11.35982965,,,,,,
3097,8.13928962,,,,,,
3098,10.95684679,,,,,,
3099,7.652838001,,,,,,
3100,6.24025535,,,,,,
3101,10.18014768,,,,,,
3102,7.978953804,,,,,,
3103,9.065746173,,,,,,
3104,8.165144868,,,,,,
3105,8.3813881,,,,,,
3106,9.070712064,,,,,,
3107,10.40522364,,,,,,
3108,8.843160697,,,,,,
3109,11.06862918,,,,,,
3110,8.803189944,,,,,,
3111,10.9114505,,,,,,
3112,9.262394734,,,,,,
3113,10.99557795,,,,,,
3114,11.28696331,,,,,,
3115,11.62378751,,,,,,
3116,8.049024498,,,,,,
3117,10.68785807,,,,,,
3118,10.33025447,,,,,,
3119,10.28112478,,,,,,
3120,8.390106017,,,,,,
3121,8.194362208,,,,,,
3122,7.546742394,,,,,,
3123,5.92435026,,,,,,
3124,9.32217548,,,,,,
3125,9.045328327,,,,,,
3126,9.887570475,,,,,,
3127,11.86389645,,,,,,
3128,9.950127457,,,,,,
3129,10.08528491,,,,,,
3130,9.572266095,,,,,,
3131,7.807705873,,,,,,
3132,10.335221,,,,,,
3133,10.21746178,,,,,,
3134,9.73787417,,,,,,
3135,7.953810066,,,,,,
3136,6.485863701,,,,,,
3137,6.651605099,,,,,,
3138,5.559184102,,,,,,
3139,10.66948502,,,,,,
3140,10.49129185,,,,,,
3141,9.87724555,,,,,,
3142,11.02303365,,,,,,
3143,6.857836157,,,,,,
3144,6.351010725,,,,,,
3145,8.692584746,,,,,,
3146,12.0613244,,,,,,
3147,11.99799164,,,,,,
3148,7.118695626,,,,,,
3149,9.33234061,,,,,,
3150,8.013880249,,,,,,
3151,8.094454498,,,,,,
3152,12.24704667,,,,,,
3153,11.70685036,,,,,,
3154,10.47034472,,,,,,
3155,11.43586113,,,,,,
3156,10.39051524,,,,,,
3157,10.5153824,,,,,,
3158,7.56882944,,,,,,
3159,6.166911992,,,,,,
3160,7.553663933,,,,,,
3161,10.27443389,,,,,,
3162,9.419991945,,,,,,
3163,8.588286449,,,,,,
3164,10.6126758,,,,,,
3165,9.462370199,,,,,,
3166,8.61332454,,,,,,
3167,7.594277459,,,,,,
3168,6.656027766,,,,,,
3169,12.17791336,,,,,,
3170,8.279333406,,,,,,
3171,11.23136826,,,,,,
3172,9.103296194,,,,,,
3173,8.114941347,,,,,,
3174,7.118010777,,,,,,
3175,10.01529822,,,,,,
3176,4.457255114,,,,,,
3177,10.20567746,,,,,,
3178,8.471942571,,,,,,
3179,6.410793792,,,,,,
3180,11.73486496,,,,,,
3181,12.11721814,,,,,,
3182,8.916546782,,,,,,
3183,7.521142154,,,,,,
3184,11.63455036,,,,,,
3185,8.194942997,,,,,,
3186,9.619810811,,,,,,
3187,11.45620696,,,,,,
3188,7.788325262,,,,,,
3189,9.807368758,,,,,,
3190,10.26592121,,,,,,
3191,8.659228723,,,,,,
3192,8.365653261,,,,,,
3193,8.924970486,,,,,,
3194,7.387296019,,,,,,
3195,7.768849048,,,,,,
3196,10.06245237,,,,,,
3197,10.01774698,,,,,,
3198,9.779410918,,,,,,
3199,12.49682248,,,,,,
3200,11.8264312,,,,,,
3201,10.61415864,,,,,,
3202,10.13167438,,,,,,
3203,8.188311353,,,,,,
3204,8.082271645,,,,,,
3205,11.12253426,,,,,,
3206,6.212922816,,,,,,
3207,8.59948439,,,,,,
3208,8.277580829,,,,,,
3209,5.844266478,,,,,,
3210,6.782546635,,,,,,
3211,10.04441427,,,,,,
3212,6.318803057,,,,,,
3213,10.68753265,,,,,,
3214,11.87361668,,,,,,
3215,7.868248797,,,,,,
3216,8.822187423,,,,,,
3217,6.661488647,,,,,,
3218,11.44497075,,,,,,
3219,8.912165227,,,,,,
3220,8.858366392,,,,,,
3221,8.655312085,,,,,,
3222,13.61885108,,,,,,
3223,7.221678458,,,,,,
3224,9.462915088,,,,,,
3225,10.45435588,,,,,,
3226,10.08920677,,,,,,
3227,11.79655754,,,,,,
3228,7.344027355,,,,,,
3229,10.60005903,,,,,,
3230,8.732437291,,,,,,
3231,6.884310542,,,,,,
3232,8.338419309,,,,,,
3233,8.003076596,,,,,,
3234,10.43001067,,,,,,
3235,13.7554543,,,,,,
3236,5.300295378,,,,,,
3237,8.487662013,,,,,,
3238,8.287910004,,,,,,
3239,9.330790931,,,,,,
3240,7.159129815,,,,,,
3241,7.709514663,,,,,,
3242,11.60214992,,,,,,
3243,10.97117126,,,,,,
3244,13.6810713,,,,,,
3245,8.812618262,,,,,,
3246,6.209177233,,,,,,
3247,9.641045552,,,,,,
3248,9.416046075,,,,,,
3249,11.10113642,,,,,,
3250,8.378959596,,,,,,
3251,8.928262494,,,,,,
3252,7.406142705,,,,,,
3253,7.071450899,,,,,,
3254,10.86292916,,,,,,
3255,9.937130087,,,,,,
3256,12.11616301,,,,,,
3257,11.5684502,,,,,,
3258,8.095762295,,,,,,
3259,10.2776485,,,,,,
3260,9.911275267,,,,,,
3261,9.99209739,,,,,,
3262,9.235312244,,,,,,
3263,10.9952918,,,,,,
3264,12.52698932,,,,,,
3265,8.470204249,,,,,,
3266,4.758901075,,,,,,
3267,11.09959755,,,,,,
3268,5.848121832,,,,,,
3269,10.13500831,,,,,,
3270,9.395130451,,,,,,
3271,7.373478528,,,,,,
3272,9.024523043,,,,,,
3273,8.696437744,,,,,,
3274,11.70155863,,,,,,
3275,13.7321938,,,,,,
3276,9.077991899,,,,,,
3277,14.34289824,,,,,,
3278,12.06803065,,,,,,
3279,3.061840482,,,,,,
3280,3.793442376,,,,,,
3281,10.67158371,,,,,,
3282,8.593446565,,,,,,
3283,12.74012989,,,,,,
3284,8.433762278,,,,,,
3285,8.359138613,,,,,,
3286,6.386133307,,,,,,
3287,7.329401965,,,,,,
3288,9.745658317,,,,,,
3289,6.152800183,,,,,,
3290,10.60396059,,,,,,
3291,5.683120098,,,,,,
3292,14.33115772,,,,,,
3293,10.47566781,,,,,,
3294,10.05165078,,,,,,
3295,9.949278883,,,,,,
3296,10.95979172,,,,,,
3297,12.81711157,,,,,,
3298,6.167597852,,,,,,
3299,6.979324805,,,,,,
3300,11.87956877,,,,,,
3301,8.980284678,,,,,,
3302,8.648723969,,,,,,
3303,6.818932103,,,,,,
3304,12.06947495,,,,,,
3305,10.63966078,,,,,,
3306,11.24980041,,,,,,
3307,6.164750315,,,,,,
3308,13.60482533,,,,,,
3309,10.03904017,,,,,,
3310,9.734822853,,,,,,
3311,9.406723598,,,,,,
3312,9.810897244,,,,,,
3313,10.4504396,,,,,,
3314,12.19756672,,,,,,
3315,11.62894137,,,,,,
3316,6.350001818,,,,,,
3317,8.790704232,,,,,,
3318,7.342921425,,,,,,
3319,10.64764858,,,,,,
3320,8.622016618,,,,,,
3321,10.89085694,,,,,,
3322,8.303485851,,,,,,
3323,11.08595051,,,,,,
3324,13.78812261,,,,,,
3325,9.07594723,,,,,,
3326,9.13771889,,,,,,
3327,6.223691342,,,,,,
3328,10.53283124,,,,,,
3329,10.73832658,,,,,,
3330,12.46061425,,,,,,
3331,8.168378933,,,,,,
3332,8.544992143,,,,,,
3333,9.808372825,,,,,,
3334,7.044073251,,,,,,
3335,10.51659941,,,,,,
3336,11.23979427,,,,,,
3337,14.15240076,,,,,,
3338,7.855635284,,,,,,
3339,10.40334405,,,,,,
3340,10.04557567,,,,,,
3341,11.54558731,,,,,,
3342,6.896446471,,,,,,
3343,10.9914904,,,,,,
3344,7.524229816,,,,,,
3345,8.674875379,,,,,,
3346,6.460904651,,,,,,
3347,11.71884347,,,,,,
3348,7.278270129,,,,,,
3349,11.28374357,,,,,,
3350,10.86882086,,,,,,
3351,10.24885961,,,,,,
3352,8.531968992,,,,,,
3353,7.004532751,,,,,,
3354,7.64331183,,,,,,
3355,11.56246547,,,,,,
3356,8.007221402,,,,,,
3357,7.947030867,,,,,,
3358,10.62779712,,,,,,
3359,9.694570197,,,,,,
3360,11.73997252,,,,,,
3361,10.35620839,,,,,,
3362,8.38022048,,,,,,
3363,8.631794908,,,,,,
3364,7.444202601,,,,,,
3365,7.910868055,,,,,,
3366,8.084287033,,,,,,
3367,7.713032192,,,,,,
3368,10.46697496,,,,,,
3369,10.74267103,,,,,,
3370,9.508068036,,,,,,
3371,12.16162733,,,,,,
3372,5.684045904,,,,,,
3373,8.717128867,,,,,,
3374,4.904981566,,,,,,
3375,10.23908306,,,,,,
3376,5.407175124,,,,,,
3377,8.543235013,,,,,,
3378,7.961381852,,,,,,
3379,10.78262548,,,,,,
3380,10.85388693,,,,,,
3381,11.90874099,,,,,,
3382,9.157960581,,,,,,
3383,6.530921147,,,,,,
3384,6.891845472,,,,,,
3385,9.695297509,,,,,,
3386,8.808975481,,,,,,
3387,7.216763815,,,,,,
3388,7.094893206,,,,,,
3389,8.441351853,,,,,,
3390,8.436411538,,,,,,
3391,12.93993037,,,,,,
3392,10.91804634,,,,,,
3393,10.52063882,,,,,,
3394,11.92643815,,,,,,
3395,10.93315423,,,,,,
3396,6.671125176,,,,,,
3397,6.261587399,,,,,,
3398,8.256179203,,,,,,
3399,9.89627758,,,,,,
3400,11.240287,,,,,,
3401,6.621121973,,,,,,
3402,8.660900017,,,,,,
3403,9.817700078,,,,,,
3404,10.04348107,,,,,,
3405,10.57421122,,,,,,
3406,8.614592417,,,,,,
3407,14.26737239,,,,,,
3408,8.822564077,,,,,,
3409,9.342665402,,,,,,
3410,10.82145951,,,,,,
3411,5.738249305,,,,,,
3412,7.515427444,,,,,,
3413,12.13689012,,,,,,
3414,11.55903913,,,,,,
3415,3.731147576,,,,,,
3416,10.98003393,,,,,,
3417,8.321713134,,,,,,
3418,10.03551175,,,,,,
3419,9.631812438,,,,,,
3420,11.33027346,,,,,,
3421,10.13308127,,,,,,
3422,7.964402561,,,,,,
3423,7.344468157,,,,,,
3424,7.092279223,,,,,,
3425,10.64866259,,,,,,
3426,8.790715933,,,,,,
3427,7.210269728,,,,,,
3428,10.92305348,,,,,,
3429,8.762458819,,,,,,
3430,6.857598484,,,,,,
3431,9.583265953,,,,,,
3432,10.04544189,,,,,,
3433,8.979011777,,,,,,
3434,9.611917362,,,,,,
3435,10.13086391,,,,,,
3436,12.46656637,,,,,,
3437,8.034037378,,,,,,
3438,8.875853352,,,,,,
3439,7.84708755,,,,,,
